"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102618870203941/catalog,http://id.ndl.go.jp/bib/000008235599,Judaica - Verified,"Judaism vs. Christianity vs. Islam: The Depths of ""Religious Conflict""",4-479-30020-1,ユダヤ教vsキリスト教vsイスラム教 : 「宗教衝突」の深層,一条真也 著,だいわ文庫,大和書房,2006,2006.4,321p ; 16cm,,,図書,"HR11 , HP11 , HR41 199",HR11-H18,8153308,,,,4-479-30020-1,ユダヤ401-500,,,,,1,1,http://id.ndl.go.jp/bib/000008235599
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990113306070203941/catalog,http://id.ndl.go.jp/bib/000007289911,Judaica - Verified,"Judaism, Christianity, Islam, Shinran",4-8318-2054-7,ユダヤ・キリスト・イスラーム・親鸞,狐野利久 著,,法藏館,2003,2003.4,241p ; 19cm,,,図書,HK13 165,HK13-H6,4138875,,,,4-8318-2054-7,ユダヤ201-300,,,,,1,1,http://id.ndl.go.jp/bib/000007289911
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/026564095,Judaica - Verified,"Kafka's ``China'' and Contemporary Discourse : Yellow Peril, Jews, and the League of Men",978-4-7791-1528-8,カフカの〈中国〉と同時代言説 : 黄禍・ユダヤ人・男性同盟,川島隆 著,,彩流社,2010,2010.3,"235, 58p ; 20cm",,,図書,KS362 940.278,KS362-J6,10832379,,,,978-4-7791-1528-8,ユダヤ801-900,,,,,1,1,http://id.ndl.go.jp/bib/026564095
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/031515830,Judaica - Verified,Study of Saul Bellow : Investigation of human image and way of life,978-4-271-11768-1,ソール・ベロー研究 : 人間像と生き方の探求,"半田拓也 監修 , 日本ソール・ベロー協会 編",,大阪教育図書,2007,2007.6,266p ; 21cm,,,図書,KS212 930.278,KS212-H27,8599354,,,,978-4-271-11768-1,反ユダヤ主義1-94,,,,,1,1,http://id.ndl.go.jp/bib/031515830
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/023433355,Judaica - Verified,Wise man Nathan and children,978-4-00-115650-8,賢者ナータンと子どもたち,"ミリヤム・プレスラー 作 , 森川弘子 訳",,岩波書店,2011,2011.11,331p ; 19cm,,,図書,Y9 943.7,Y9-N12-J37,23157255,,,,978-4-00-115650-8,ユダヤ1401-1500,,,,,1,1,http://id.ndl.go.jp/bib/023433355
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000010858564,Judaica - Verified,Introduction to the Study of the Palestinian Problem : The Process of the United Nations Partitioning Resolution and the Intensification of the Conflict - 1945-1951,4-944024-88-6,パレスチナ問題研究序説 : 国連の分割決議成立過程と紛争の激化-1945～51年,木村申二 著,,丸善プラネット,2000,2000.12,674p ; 20cm,,,図書,GE761 312.279,GE761-H27,4108526,,,,4-944024-88-6,イスラエル 801-900,,,,,1,1,http://id.ndl.go.jp/bib/000010858564
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/026352901,Judaica - Verified,Palestine: The Holy Land Conflict,978-4-12-102112-0,パレスチナ : 聖地の紛争,船津靖 著,中公新書 ; 2112,中央公論新社,2011,2011.5,272p ; 18cm,,,図書,GE761 227.9,GE761-J40,11200452,,,,978-4-12-102112-0,イスラエル 801-900,,,,,1,1,http://id.ndl.go.jp/bib/026352901
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000007636433,Judaica - Verified,Hitler Holocaust Myth Verification,,ヒトラー・ホロコースト神話検証,木村愛二 著,,木村書店,2006,2006.1,279p ; 19cm,,,図書,GA82 209.74,GA82-H52,8467787,,,,,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000007636433
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/023608555,Judaica - Verified,Trilogy of Hebrew Studies from a Shinto Perspective : Kotodama Gakugoto Hajime,978-4-908830-06-8,神道から観たヘブライ研究三部書 : 言霊学事始,"小笠原孝次 著 , 七沢賢治 監修",,和器出版,2017,2017.1,582p ; 22cm,,,図書,HR11 199,HR11-L8,27830247,,,,978-4-908830-06-8,ヘブライ1-100,,,,,1,1,http://id.ndl.go.jp/bib/023608555
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000003082305,Judaica - Verified,"A super twist on Japanese history: Jumping out of the treasure box of world civilization ""Okinawa"": Ryukyu is ""Hebrew"", ""Heike"" and ""Maya Inca""",978-4-86471-187-6,日本史超どんでん返し : 世界文明の玉手箱《沖縄》から飛び出す : 琉球は「ヘブライ」なり「平家」なり「マヤ・インカ」なり,"飛鳥昭雄, 宝玉麗, 島茂人 著",,ヒカルランド,2014,2014.4,360p ; 19cm,,,図書,GC311 219.9,GC311-L118,25396886,,,,978-4-86471-187-6,ヘブライ1-100,,,,,1,1,http://id.ndl.go.jp/bib/000003082305
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990091887370203941/catalog,http://id.ndl.go.jp/bib/000003695704,Judaica - Verified,Japanese-Semitic Comparative Dictionary : Japanese-Akkadian-Aramaic-Hebrew Contrastive Dictionary with Sumerian,4-87731-180-7,日本語-セム語族比較辞典 : 日本語・アッカド語・アラム語・ヘブライ語対照辞典、シュメール語付,飯島紀 編著,古代の歴史ロマン,国際語学社,2003,2003.3,264p ; 26cm,,,図書,KM1 829.7,KM1-H1,4057501,,,,4-87731-180-7,ヘブライ1-100,,,,,1,1,http://id.ndl.go.jp/bib/000003695704
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000004062062,Judaica - Verified,Philo and New Testament Rhetoric,978-4-400-12750-5,フィロンと新約聖書の修辞学,山田耕太 著,,新教出版社,2012,2012.11,347p ; 22cm,,,図書,"HC21 , HP23 131.9",HC21-L1,24097578,,,,978-4-400-12750-5,ヘブライ101-200,,,,,1,2,http://id.ndl.go.jp/bib/000004062062
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/023609042,Judaica - Verified,Concise Bible History Map,978-4-264-04060-6,コンサイス聖書歴史地図,"デイビッド・P・バレット 著 , 伊藤暢人 訳 , 津村俊夫 監訳",,いのちのことば社,2019,2019.8,64p ; 30cm,,,図書,HP13 193.02,HP13-M25,29816226,,,,978-4-264-04060-6,イスラエル 901-1000,,,,,1,1,http://id.ndl.go.jp/bib/023609042
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193310703941/catalog,http://id.ndl.go.jp/bib/000008401513,Judaica - Verified,"Conspiracy: The Mystery of the Worst Forgery of All Time, ""Protocols of Zion""",978-4-900963-65-8,陰謀 : 史上最悪の偽書『シオンのプロトコル』の謎,"ウィル・アイズナー 著 , 門田美鈴 訳",,いそっぷ社,2015,2015.3,143p ; 26cm,,,図書,A65 316.88,A65-L5,26219699,,,,978-4-900963-65-8,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000008401513
Not Found,No Permalink Found,,Judaica - Verified,"Forms of Recollection in German Contemporary Art : Techniques and Historical Consciousness of ""Memory Art"" Concerning Nazism and the Holocaust",,ドイツ現代美術における想起のかたち : ナチズム・ホロコーストをめぐる「記憶アート」の技法と歴史意識,香川檀 [著],,[香川檀],2013,2013,1冊,,,博士論文,UT51,UT51-2013-N170,25154649,,,,,ホロコースト101-200,東京大学 博士(学術),,,,1,1,
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000011105495,Judaica - Verified,Letters from Tel Mondo Prison: An Israeli Settler and Terrorism,4-7733-6961-2,テル・モンド監獄からの手紙 : 一人のイスラエル人入植者とテロ,"エラ・ラパポート 著 , ウィリアム・B・ヘルムライク 編 , 島津厚久 訳",,近代文芸社,2003,2003.1,319p ; 20cm,,,図書,A65 316.88,A65-H2,4067748,,,,4-7733-6961-2,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000011105495
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193299903941/catalog,http://id.ndl.go.jp/bib/000009454565,Judaica - Verified,Crossroads: Judaism and Criticism of Zionism,978-4-7917-7079-3,分かれ道 : ユダヤ性とシオニズム批判,"ジュディス・バトラー 著 , 大橋洋一, 岸まどか 訳",,青土社,2019,2019.11,"488,8p ; 20cm",,,図書,A65 316.88,A65-M1,30009643,,,,978-4-7917-7079-3,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000009454565
Not Found,No Permalink Found,,Judaica - Verified,Full of emotions! A dream biography: Helen Keller Anne Frank Grace Kelly Montgomery Rachel Carson,978-4-8163-5942-2,感動がいっぱい!夢の伝記 : ヘレン・ケラー アンネ・フランク グレース・ケリー モンゴメリ レイチェル・カーソン,,キラかわ★ガール,ナツメ社,2015,2015.12,287p ; 19cm,,,図書,Y3 280.4,Y3-N15-L205,26840836,,,,978-4-8163-5942-2,アンネ・フランク1-99,,,,,1,1,
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000007523680,Judaica - Verified,"Geopolitics of the Near East: Israel, Palestine and neighboring Arab countries",978-4-560-51011-7,近東の地政学 : イスラエル、パレスチナ、近隣のアラブ諸国,"アレクサンドル・ドゥフェ 著 , 幸田礼雅 訳",文庫クセジュ ; 1011,白水社,2017,2017.4,"154,8p ; 18cm",,,図書,A81 319.27,A81-L47,28083617,,,,978-4-560-51011-7,イスラエル 201-300,,,,,1,1,http://id.ndl.go.jp/bib/000007523680
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000003011200,Judaica - Verified,In the Name of the Torah: A History of Jewish Resistance to Zionism,978-4-582-70287-3,トーラーの名において : シオニズムに対するユダヤ教の抵抗の歴史,"ヤコヴ・M.ラブキン 著 , 菅野賢治 訳",,平凡社,2010,2010.4,424p ; 22cm,,,図書,A65 316.88,A65-J8,10848640,,,,978-4-582-70287-3,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000003011200
Not Found,No Permalink Found,,Judaica - Verified,Look at this person! The story of the people who made history 7 (Anne Frank),978-4-591-10729-4,この人を見よ!歴史をつくった人びと伝 7 (アンネ・フランク),プロジェクト新・偉人伝 著作・編集,,ポプラ社,2009,2009.3,143p ; 22cm,,,図書,Y3 280.8,Y3-N09-J62,10061030,,,,978-4-591-10729-4,アンネ・フランク1-99,,,,,1,1,
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000008202919,Judaica - Verified,My cup of coffee : analyzing Starbucks as a social and cultural space in Japan and in Israel,,My cup of coffee : analyzing Starbucks as a social and cultural space in Japan and in Israel,Helena Grinshpun [著],,[Helena Grinshpun],2009,2009,1冊,,,博士論文,UT51,UT51-2009-D433,10332320,,,,,イスラエル 301-400,京都大学 博士 (人間・環境学),,,,1,1,http://id.ndl.go.jp/bib/000008202919
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990088759810203941/catalog,http://id.ndl.go.jp/bib/000003648387,Judaica - Verified,Zionism in the fascist era,4-588-00705-X,ファシズム時代のシオニズム,"レニ・ブレンナー [著] , 芝健介 訳",叢書・ウニベルシタス ; 705,法政大学出版局,2001,2001.7,"422, 48p ; 20cm",,,図書,A65 316.88,A65-G13,3032257,,,,4-588-00705-X,シオン主義 89-120,,,,,1,1,http://id.ndl.go.jp/bib/000003648387
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000008378169,Judaica - Verified,Jesus is closer to Buddhism than Judaism,978-4-87499-722-2,イエスはユダヤ教より仏教に近い,長谷川洋三 著,,考古堂書店,2009,2009.5,229p ; 22cm,,,図書,HK13 165,HK13-J34,10334733,,,,978-4-87499-722-2,ユダヤ1-100,,,,,,2,http://id.ndl.go.jp/bib/000008378169
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000010331319,Judaica - Verified,Under the Shade of the Telebin : Study and Practice of the Old Testament : Dedicated Papers in Commemoration of Prof. Gensuke Ogushi,4-7642-7214-8,テレビンの木陰で : 旧約聖書の研究と実践 : 大串元亮教授記念献呈論集,小友聡 [ほか]編,,教文館,2002,2002.12,424p ; 22cm,,,図書,HP16 193.1,HP16-H8,4085616,,,,4-7642-7214-8,ヘブライ301-342,,,,,1,1,http://id.ndl.go.jp/bib/000010331319
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000011087319,Judaica - Verified,"3 religions that move the world: Judaism, Christianity, and Islam",978-4-569-81015-7,図解比べてわかる!世界を動かす3宗教 : ユダヤ教・キリスト教・イスラム教,保坂俊司 監修,,PHP研究所,2013,2013.2,158p ; 18cm,,,図書,"HR11 , HP11 , HR41 165",HR11-L1,24196935,,,,978-4-569-81015-7,ユダヤ401-500,,,,,1,2,http://id.ndl.go.jp/bib/000011087319
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/024707981,Judaica - Verified,"A Culture of Tolerance: Muslim, Jewish and Christian Medieval Spain",4-8158-0518-0,寛容の文化 : ムスリム、ユダヤ人、キリスト教徒の中世スペイン,"マリア・ロサ・メノカル 著 , 足立孝 訳",,名古屋大学出版会,2005,2005.8,"309, 15p ; 22cm",,,図書,GG565 236.04,GG565-H3,7856302,,,,4-8158-0518-0,ユダヤ701-800,,,,,1,1,http://id.ndl.go.jp/bib/024707981
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/027535280,Judaica - Verified,"Acquire knowledge of Christianity, Judaism, Islam and English",978-4-86064-299-0,キリスト教・ユダヤ教・イスラム教の知識と英語を身につける,"石井隆之 著 , 土井清孝 監修",,ベレ出版,2011,2011.1,309p ; 21cm,,,図書,HK11 160,HK11-J71,11301194,,,,978-4-86064-299-0,ユダヤ701-800,,,,,1,1,http://id.ndl.go.jp/bib/027535280
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000004350857,Judaica - Verified,Amazing Jewish Wisdom on Healthy Longevity: Biblical Truth Revealed by Latest Medicine,978-4-8376-7208-1,ユダヤに伝わる健康長寿のすごい知恵 : 最新医学でわかった聖書の真実,"石角完爾 著 , 石原結實 監修",,マキノ出版,2014,2014.4,254p ; 19cm,,,図書,SC194 498.3,SC194-L136,25375507,,,,978-4-8376-7208-1,ユダヤ401-500,,,,,1,1,http://id.ndl.go.jp/bib/000004350857
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000010179064,Judaica - Verified,Bible Antiquities = Liber Antiquitatum Biblicarum,978-4-7642-1930-4,聖書古代誌 = Liber Antiquitatum Biblicarum,"偽フィロン [著] , 井阪民子, 土岐健治 訳",ユダヤ古典叢書,教文館,2012,2012.9,"286,3p ; 22cm",,,図書,HP31 193.9,HP31-J5,23951157,,,,978-4-7642-1930-4,ユダヤ401-500,,,,,1,2,http://id.ndl.go.jp/bib/000010179064
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000002879410,Judaica - Verified,"Birth of Monotheism: Judaism, Christianity, and Islam",4-422-21496-9,一神教の誕生 : ユダヤ教、キリスト教、イスラム教,"オドン・ヴァレ 著 , 佐藤正英 監修 , 遠藤ゆかり 訳",「神の再発見」双書 = Une autre histoire des religions ; 2,創元社,2000,2000.4,"141, 1p ; 18cm",,,図書,HK31 162,HK31-G31,2959585,,,,4-422-21496-9,ユダヤ501-600,,,,,1,1,http://id.ndl.go.jp/bib/000002879410
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/026741725,Judaica - Verified,"Collection of treatises on ""Book of Job""",4-7642-7223-7,「ヨブ記」論集成,並木浩一 著,,教文館,2003,2003.11,373p ; 22cm,,,図書,HP18 193.32,HP18-H44,4302381,,,,4-7642-7223-7,ユダヤ901-1000,,,,,1,1,http://id.ndl.go.jp/bib/026741725
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000011256593,Judaica - Verified,For Interreligious Dialogue and Coexistence: Ecumenical Guidance,4-400-42763-3,宗教間の対話と共生のために : エキュメニカルな指針,"世界教会協議会 [著] , 神田健次 編・解説 , 村瀬義史 訳",NCC宗教研究所双書,新教出版社,2006,2006.1,108p ; 19cm,,,図書,HK11 160.4,HK11-H90,8152792,,,,4-400-42763-3,ユダヤ901-1000,関西学院大学神学研究科博士,,,,1,1,http://id.ndl.go.jp/bib/000011256593
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102620140203941/catalog,http://id.ndl.go.jp/bib/023737597,Judaica - Verified,"If you understand religion, you can read the situation in the Middle East : Islam vs Christianity vs Judaism: Why do gruesome terrorism and war continue!?",4-537-25370-3,宗教がわかれば中東情勢が読める : イスラム教vsキリスト教vsユダヤ教 : なぜ陰惨なテロや戦争が続くのか!?,白取春彦 著,パンドラ新書 ; 38,日本文芸社,2006,2006.3,236p ; 18cm,,,図書,"HR41 , HP11 , HR11 167",HR41-H32,8149384,,,,4-537-25370-3,ユダヤ701-800,,,,,1,1,http://id.ndl.go.jp/bib/023737597
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000011274662,Judaica - Verified,Images of Jesus' Kingdom of God: A History of Influence on Judeo-Christianity,978-4-7642-6159-4,イエスの「神の国」のイメージ : ユダヤ主義キリスト教への影響史,大貫隆 著,,教文館,2021,2021.1,"346,17p ; 20cm",,,図書,HP41 191.6,HP41-M69,31762158,,,,978-4-7642-6159-4,ユダヤ701-800,,,,,1,1,http://id.ndl.go.jp/bib/000011274662
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/024847060,Judaica - Verified,Judeo-Christian Islam: Breaking the Chain of Monotheism,978-4-480-06754-8,ユダヤ教キリスト教イスラーム : 一神教の連環を解く,菊地章太 著,ちくま新書 ; 1048,筑摩書房,2013,2013.12,227p ; 18cm,,,図書,HK13 165,HK13-L12,25031327,,,,978-4-480-06754-8,ユダヤ701-800,,,,,1,1,http://id.ndl.go.jp/bib/024847060
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/990131320570203941/catalog,,Judaica - Verified,Yiddish Dictionary,978-4-475-00162-5,イディッシュ語辞典,上田和夫 著,,大学書林,2010,2010.8,1302p ; 22cm,,,図書,"KS272 , KS318 849.93",KS272-J7,10968460,,,,978-4-475-00162-5,イディッシュ 1-45,,,,,1,1,
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/000010390088,Judaica - Verified,Everyone Loves Conspiracy Theories: A Literacy Primer for the Gullible,978-4-8284-2199-5,みんな大好き陰謀論 : ダマされやすい人のためのリテラシー向上入門,内藤陽介 著,,ビジネス社,2020,2020.7,239p ; 19cm,,,図書,EC134 316.88,EC134-M8,30474863,,,,978-4-8284-2199-5,反ユダヤ主義1-94,,,,,1,1,http://id.ndl.go.jp/bib/000010390088
Held Online; Not in Widener/Yenching,https://id.lib.harvard.edu/alma/99155240613303941/catalog,http://id.ndl.go.jp/bib/000007659780,Judaica - Verified,Ezra Pound and American Fascism: Utopian Fantasies of Race and Economy,,エズラ・パウンドとアメリカン・ファシズム : 人種と経済のユートピア幻想,"三宅昭良, 東京都立大学 [著]",,[三宅昭良],2001,200120032004,24p,,,図書,Y151,Y151-H13610585,7548980,,,,,反ユダヤ主義1-94,,,,,1,1,http://id.ndl.go.jp/bib/000007659780
Not Found,No Permalink Found,,Judaica - Verified,Septuagint Greek Bible Jeremiah,978-4-7917-6991-9,七十人訳ギリシア語聖書エレミヤ書,秦剛平 訳,,青土社,2017,2017.6,"385,13p ; 22cm",,,図書,HP18 193.42,HP18-L75,28161724,,,,978-4-7917-6991-9,ヘブライ語 から 1-100,,Green,,,1,1,
Not Found,No Permalink Found,http://id.ndl.go.jp/bib/027857765,Judaica - Verified,Devotion to the End of the Century : A Group of Fundamentalists in Modern Germany,4-623-03953-6,帰依する世紀末 : ドイツ近代の原理主義者群像,竹中亨 著,Minerva歴史叢書クロニカ ; 1,ミネルヴァ書房,2004,2004.3,"319, 4p ; 20cm",,,図書,GG421 234.06,GG421-H2,7333321,,,,4-623-03953-6,反ユダヤ主義1-94,,,,,1,1,http://id.ndl.go.jp/bib/027857765
Not Found,No Permalink Found,,Judaica - Verified,Idolatry: The Mechanism of Its Prohibition,978-4-588-00858-0,偶像崇拝 : その禁止のメカニズム,"モッシェ・ハルバータル, アヴィシャイ・マルガリート [著] , 大平章 訳",叢書・ウニベルシタス ; 858,法政大学出版局,2007,2007.1,"407, 8p ; 20cm",,,図書,HR11 199,HR11-H24,8427729,,,,978-4-588-00858-0,ヘブライ語 から 1-100,,Green,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,if you look from the sky,978-4-908013-69-0,空から見れば,"ユバル・エルアザリィ 作 , リタル・アミール 絵 , 樋口範子 訳",World library ; イスラエル,ワールドライブラリー,2016,2016.2,1冊 (ページ付なし) ; 23×25cm,,,図書,Y18 726.6,Y18-N16-L318,27688263,,,,978-4-908013-69-0,ヘブライ語 から 1-100,,Green,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Shampoo on Tuesday (children's book translated from Hebrew),4-06-189206-1,かようびはシャンプー,"ウーリー・オルレブ 文 , ジャッキー・グライヒ 絵 , もたいなつう 訳",講談社の翻訳絵本,講談社,2000,2000.2,29p ; 30cm,,,図書,,Y18-N00-89,2863363,,,,4-06-189206-1,ヘブライ語 から 101 -149,,Green,,,1,2,
Not Found,No Permalink Found,,Judaica - Verified,Kneller's Happy Campers,978-4-309-20759-9,クネレルのサマーキャンプ,"エトガル・ケレット 著 , 母袋夏生 訳",,河出書房新社,2018,2018.11,200p ; 20cm,,,図書,KM16 929.733,KM16-L4,29336306,,,,978-4-309-20759-9,ヘブライ語 から 101 -149,,Green,,,1,2,
Not Found,No Permalink Found,,Judaica - Verified,Landscapes of the Dead City: Reflections on Memories and Images,978-4-560-08352-9,死の都の風景 : 記憶と心象の省察,"オトー・ドフ・クルカ 著 , 壁谷さくら 訳",,白水社,2014,2014.5,"184,9p ; 20cm",,,図書,GA87 929.736,GA87-L6,25390156,,,,978-4-560-08352-9,ヘブライ語 から 101 -149,,Green,,,1,2,
Not Found,No Permalink Found,,Judaica - Verified,Leaving Cordoba behind,4-378-00789-4,コルドバをあとにして,"ドリット・オルガッド 作 , 樋口範子 訳",,さ・え・ら書房,2005,2005.2,319p ; 20cm,,,図書,Y9 929.733,Y9-N05-H148,7659570,,,,4-378-00789-4,ヘブライ語 から 101 -149,,Green,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Moedo,4-7642-1922-0,モエード,"長窪専三, 石川耕一郎 訳",ユダヤ古典叢書. ミシュナ ; 2,教文館,2005,2005.8,482p ; 22cm,,,図書,HR13 199,HR13-H4,7920296,,,,4-7642-1922-0,ヘブライ語 から 1-100,,Green,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Shukran my friend,4-7902-3162-3,シュクラーンぼくの友だち,"ドリット・オルガッド 作 , 樋口範子 訳",鈴木出版の海外児童文学 : この地球を生きる子どもたち ; 6,鈴木出版,2005,2005.12,253p ; 22cm,,,図書,Y9 929.733,Y9-N06-H12,8030599,,,,4-7902-3162-3,ヘブライ語 から 101 -149,,Green,,,1,1,
Not Found,No Permalink Found,,Judaica - Verified,Classical Judaic Encyclopedia,978-4-7642-4033-9,古典ユダヤ教事典,長窪専三 著,,教文館,2008,2008.7,638p ; 22cm,,,図書,HR2 199.033,HR2-J1,10004918,,,,978-4-7642-4033-9,ユダヤ1-100,,Green,,,,2,
